Image_Name,Mask_Name,Text_Prompt
image_198.png,image_198.png,"campus walkway, night illumination, light fog, slight chroma noise, calm urban area"
image_199.png,image_199.png,"commercial district, dawn lighting, fog, smartphone camera, slight motion blur, roadside activity"
image_2.png,image_2.png,"suburban sidewalk area, early morning light, after rain with wet surfaces, JPEG compression, slight motion blur, quiet urban environment, realistic photo"
image_200.png,image_200.png,"residential neighborhood, night illumination, wet road surface, ISO 800 with noise, busy urban street, natural lighting"
image_201.png,image_201.png,"commercial district, midday lighting, drizzle, natural lighting, rolling shutter effect, road activity"
image_202.png,image_202.png,"commercial district, noon bright sunlight, fog, natural lighting, slight motion blur, road activity"
image_203.png,image_203.png,"intersection area, early morning light, clear weather, natural lighting, road activity"
image_204.png,image_204.png,"industrial district street, night illumination, light fog, phone photo, rolling shutter effect, mixed traffic environment"
image_205.png,image_205.png,"city pedestrian zone, night illumination, overcast sky, natural lighting, street-level road scene"
image_206.png,image_206.png,"intersection area, night illumination, wet road surface, JPEG compression, active roadway, raw camera capture"
image_207.png,image_207.png,"intersection area, midday lighting, light rain, ISO 1600, motion blur, active roadway, realistic photo"
image_208.png,image_208.png,"industrial district street, early morning light, clear weather, natural lighting, active traffic corridor"
image_209.png,image_209.png,"commercial district, noon bright sunlight, light fog, phone photo, active roadway, realistic photo"
image_21.png,image_21.png,"suburban sidewalk area, overcast lighting, drizzle, natural lighting, slight blur, calm urban area"
image_210.png,image_210.png,"industrial district street, overcast lighting, light rain, high ISO noise, mixed traffic environment"
image_211.png,image_211.png,"urban street scene, midday lighting, overcast sky, natural lighting, street-level urban activity"
image_212.png,image_212.png,"intersection area, sunny conditions, light rain, JPEG compression artifacts, street-level urban activity, raw camera capture"
image_213.png,image_213.png,"suburban sidewalk area, dusk lighting, after rain with wet surfaces, ISO 800 with noise, quiet urban environment"
image_214.png,image_214.png,"urban street scene, dawn lighting, fog, natural lighting, mixed traffic environment"
image_215.png,image_215.png,"campus walkway, sunny conditions, fog, natural lighting, walkway environment"
image_216.png,image_216.png,"industrial district street, early morning light, drizzle, natural lighting, rolling shutter effect, road activity"
image_217.png,image_217.png,"suburban sidewalk area, overcast lighting, drizzle, JPEG compression artifacts, calm urban area"
image_218.png,image_218.png,"city pedestrian zone, overcast lighting, light rain, ISO 1600, active roadway, raw camera capture"
image_219.png,image_219.png,"residential neighborhood, sunny conditions, drizzle, smartphone camera, low traffic street, raw camera capture"
image_22.png,image_22.png,"commercial district, night illumination, rain, natural lighting, active traffic corridor"
image_220.png,image_220.png,"residential neighborhood, midday lighting, wet road surface, natural lighting, active traffic corridor"
image_221.png,image_221.png,"residential neighborhood, HDR lighting, overcast sky, JPEG compression, street-level urban movement"
image_222.png,image_222.png,"urban street scene, HDR lighting, clear weather, smartphone camera, quiet urban environment"
image_223.png,image_223.png,"intersection area, midday lighting, clear weather, JPEG compression artifacts, slight motion blur, residential street scene"
image_224.png,image_224.png,"urban street scene, dawn lighting, wet road surface, natural lighting, calm urban area"
image_225.png,image_225.png,"industrial district street, HDR lighting, fog, slight chroma noise, street-level road scene"
image_226.png,image_226.png,"suburban sidewalk area, overcast lighting, light fog, natural lighting, walkway environment"
image_227.png,image_227.png,"industrial district street, early morning light, rain, phone photo, road activity"
image_228.png,image_228.png,"campus walkway, early morning light, clear weather, high ISO noise, quiet urban environment, realistic photo"
image_229.png,image_229.png,"suburban sidewalk area, dawn lighting, drizzle, natural lighting, walkway environment"
image_23.png,image_23.png,"intersection area, evening twilight, wet road surface, slight chroma noise, busy urban street, raw camera capture"
image_230.png,image_230.png,"suburban sidewalk area, early morning light, clear weather, natural lighting, slight motion blur, quiet urban environment"
image_231.png,image_231.png,"city pedestrian zone, dawn lighting, wet road surface, JPEG compression artifacts, shallow DOF, active roadway, raw camera capture"
image_232.png,image_232.png,"suburban sidewalk area, noon bright sunlight, light rain, ISO 800 with noise, shallow depth of field, roadside activity"
image_234.png,image_234.png,"residential neighborhood, night illumination, overcast sky, natural lighting, active traffic corridor"
image_235.png,image_235.png,"residential neighborhood, HDR lighting, light rain, shallow DOF, road activity"
image_236.png,image_236.png,"industrial district street, dusk lighting, clear weather, ISO 1600, slight motion blur, street-level urban movement, raw camera capture"
image_237.png,image_237.png,"intersection area, dusk lighting, light rain, natural lighting, slight motion blur, street-level road scene"
image_238.png,image_238.png,"suburban sidewalk area, noon bright sunlight, drizzle, high ISO noise, shallow DOF, quiet urban environment"
image_239.png,image_239.png,"campus walkway, night illumination, light fog, natural lighting, calm urban area"
image_24.png,image_24.png,"residential neighborhood, dusk lighting, rain, ISO 800 with noise, street-level urban movement, realistic photo"
image_240.png,image_240.png,"intersection area, noon bright sunlight, after rain with wet surfaces, JPEG compression, active traffic corridor"
image_241.png,image_241.png,"suburban sidewalk area, sunny conditions, light rain, natural lighting, calm urban area"
image_242.png,image_242.png,"commercial district, dawn lighting, wet road surface, natural lighting, shallow DOF, pedestrian street environment"
image_243.png,image_243.png,"urban street scene, midday lighting, fog, natural lighting, motion blur, active roadway"
image_244.png,image_244.png,"urban street scene, noon bright sunlight, light rain, phone photo, slight motion blur, road activity"
image_245.png,image_245.png,"urban street scene, sunny conditions, light fog, slight chroma noise, rolling shutter effect, pedestrian street environment"
image_246.png,image_246.png,"residential neighborhood, night illumination, after rain with wet surfaces, ISO 1600, shallow depth of field, street-level urban activity, raw camera capture"
image_247.png,image_247.png,"urban street scene, midday lighting, clear weather, natural lighting, motion blur, street-level road scene"
image_248.png,image_248.png,"suburban sidewalk area, evening twilight, fog, high ISO noise, walkway environment"
image_249.png,image_249.png,"commercial district, HDR lighting, fog, ISO 800 with noise, slight blur, urban street traffic"
image_25.png,image_25.png,"suburban sidewalk area, dawn lighting, light fog, slight chroma noise, pedestrian area"
image_250.png,image_250.png,"commercial district, early morning light, wet road surface, natural lighting, urban street traffic"
image_251.png,image_251.png,"commercial district, HDR lighting, rain, smartphone camera, slight motion blur, active roadway"
image_252.png,image_252.png,"urban street scene, early morning light, after rain with wet surfaces, JPEG compression, roadside activity, natural lighting"
image_253.png,image_253.png,"industrial district street, noon bright sunlight, clear weather, high ISO noise, rolling shutter skew, busy urban street, realistic photo"
image_254.png,image_254.png,"city pedestrian zone, overcast lighting, wet road surface, natural lighting, urban activity zone"
image_256.png,image_256.png,"urban street scene, noon bright sunlight, after rain with wet surfaces, JPEG compression, rolling shutter effect, street-level road scene, realistic photo"
image_257.png,image_257.png,"commercial district, dawn lighting, fog, slight chroma noise, motion blur, roadside activity, raw camera capture"
image_258.png,image_258.png,"residential neighborhood, midday lighting, clear weather, JPEG compression, active traffic corridor"
image_259.png,image_259.png,"commercial district, sunny conditions, clear weather, JPEG compression, roadside activity, realistic photo"
image_26.png,image_26.png,"campus walkway, night illumination, wet road surface, slight chroma noise, walkway environment"
image_260.png,image_260.png,"residential neighborhood, night illumination, after rain with wet surfaces, natural lighting, motion blur, mixed traffic environment"
image_261.png,image_261.png,"urban street scene, evening twilight, rain, phone photo, urban activity zone"
image_262.png,image_262.png,"industrial district street, noon bright sunlight, light fog, phone photo, shallow DOF, street-level urban movement"
image_263.png,image_263.png,"city pedestrian zone, midday lighting, light rain, JPEG compression, street-level urban movement"
image_266.png,image_266.png,"city pedestrian zone, noon bright sunlight, rain, ISO 1600, roadside activity"
image_267.png,image_267.png,"residential neighborhood, overcast lighting, clear weather, natural lighting, rolling shutter effect, calm urban area"
image_268.png,image_268.png,"industrial district street, midday lighting, light fog, JPEG compression artifacts, rolling shutter effect, street-level road scene"
image_269.png,image_269.png,"industrial district street, night illumination, rain, natural lighting, street-level urban activity"
image_27.png,image_27.png,"suburban sidewalk area, midday lighting, after rain with wet surfaces, high ISO noise, slight blur, calm urban area, natural lighting"
image_270.png,image_270.png,"residential neighborhood, evening twilight, light fog, natural lighting, road activity"
image_271.png,image_271.png,"suburban sidewalk area, midday lighting, light fog, JPEG compression, quiet urban environment, realistic photo"
image_272.png,image_272.png,"industrial district street, noon bright sunlight, light rain, natural lighting, slight motion blur, road activity"
image_273.png,image_273.png,"intersection area, dawn lighting, overcast sky, ISO 1600, active traffic corridor"
image_274.png,image_274.png,"commercial district, evening twilight, rain, natural lighting, slight motion blur, calm urban area"
image_275.png,image_275.png,"industrial district street, sunny conditions, wet road surface, natural lighting, roadside activity"
image_276.png,image_276.png,"campus walkway, midday lighting, overcast sky, natural lighting, pedestrian area"
image_277.png,image_277.png,"campus walkway, dusk lighting, overcast sky, natural lighting, calm urban area"
image_278.png,image_278.png,"urban street scene, noon bright sunlight, fog, natural lighting, active roadway"
image_279.png,image_279.png,"city pedestrian zone, early morning light, wet road surface, slight chroma noise, motion blur, active roadway"
image_28.png,image_28.png,"campus walkway, overcast lighting, wet road surface, JPEG compression artifacts, quiet urban environment"
image_280.png,image_280.png,"residential neighborhood, dusk lighting, clear weather, natural lighting, road activity"
image_281.png,image_281.png,"residential neighborhood, overcast lighting, clear weather, JPEG compression, slight blur, urban street traffic"
image_282.png,image_282.png,"residential neighborhood, HDR lighting, drizzle, shallow depth of field, street-level urban movement"
image_283.png,image_283.png,"intersection area, noon bright sunlight, wet road surface, JPEG compression, road activity"
image_284.png,image_284.png,"residential neighborhood, early morning light, fog, JPEG compression, active roadway, raw camera capture"
image_285.png,image_285.png,"suburban sidewalk area, midday lighting, light rain, ISO 1600, quiet urban environment, natural lighting"
image_286.png,image_286.png,"urban street scene, dawn lighting, drizzle, smartphone camera, rolling shutter skew, low traffic street"
image_287.png,image_287.png,"suburban sidewalk area, evening twilight, rain, slight chroma noise, walkway environment"
image_288.png,image_288.png,"residential neighborhood, dawn lighting, light fog, JPEG compression, shallow depth of field, urban street traffic, raw camera capture"
image_289.png,image_289.png,"residential neighborhood, night illumination, clear weather, smartphone camera, slight blur, urban street traffic, raw camera capture"
image_29.png,image_29.png,"commercial district, night illumination, light fog, natural lighting, pedestrian street environment"
image_290.png,image_290.png,"campus walkway, dusk lighting, light fog, natural lighting, calm urban area"
image_291.png,image_291.png,"urban street scene, overcast lighting, fog, high ISO noise, rolling shutter skew, roadside activity"
image_292.png,image_292.png,"intersection area, evening twilight, clear weather, natural lighting, urban street traffic"
image_293.png,image_293.png,"commercial district, HDR lighting, wet road surface, high ISO noise, calm urban area"
image_294.png,image_294.png,"city pedestrian zone, sunny conditions, after rain with wet surfaces, natural lighting, tranquil street setting"
image_295.png,image_295.png,"commercial district, night illumination, light rain, natural lighting, motion blur, road activity"
image_296.png,image_296.png,"intersection area, night illumination, light fog, JPEG compression artifacts, active traffic corridor"
image_297.png,image_297.png,"urban street scene, dusk lighting, overcast sky, high ISO noise, slight blur, active traffic corridor"
image_298.png,image_298.png,"commercial district, night illumination, light rain, high ISO noise, rolling shutter effect, urban street traffic, raw camera capture"
image_299.png,image_299.png,"residential neighborhood, overcast lighting, after rain with wet surfaces, ISO 1600, shallow depth of field, street-level road scene"
image_3.png,image_3.png,"urban street scene, evening twilight, clear weather, JPEG compression, road activity"
image_30.png,image_30.png,"intersection area, dusk lighting, fog, ISO 800 with noise, pedestrian street environment, raw camera capture"
image_300.png,image_300.png,"residential neighborhood, night illumination, rain, phone photo, active roadway"
image_301.png,image_301.png,"suburban sidewalk area, noon bright sunlight, overcast sky, phone photo, walkway environment, realistic photo"
image_302.png,image_302.png,"urban street scene, overcast lighting, rain, JPEG compression artifacts, slight blur, active roadway, natural lighting"
image_303.png,image_303.png,"industrial district street, early morning light, fog, phone photo, road activity"
image_304.png,image_304.png,"commercial district, dawn lighting, light rain, slight chroma noise, shallow DOF, active roadway, natural lighting"
image_305.png,image_305.png,"residential neighborhood, overcast lighting, fog, natural lighting, slight motion blur, active roadway"
image_306.png,image_306.png,"commercial district, evening twilight, fog, high ISO noise, street-level road scene, raw camera capture"
image_307.png,image_307.png,"city pedestrian zone, overcast lighting, wet road surface, phone photo, active roadway"
image_308.png,image_308.png,"commercial district, HDR lighting, drizzle, smartphone camera, shallow DOF, roadside activity"
image_309.png,image_309.png,"suburban sidewalk area, overcast lighting, rain, ISO 800 with noise, quiet urban environment, realistic photo"
image_31.png,image_31.png,"industrial district street, dawn lighting, light fog, natural lighting, slight motion blur, urban street traffic"
image_310.png,image_310.png,"residential neighborhood, dawn lighting, fog, natural lighting, tranquil street setting"
image_311.png,image_311.png,"urban street scene, dawn lighting, rain, JPEG compression artifacts, shallow depth of field, residential street scene"
image_312.png,image_312.png,"campus walkway, evening twilight, rain, natural lighting, slight blur, pedestrian area"
image_313.png,image_313.png,"intersection area, evening twilight, drizzle, high ISO noise, slight blur, busy urban street"
image_314.png,image_314.png,"intersection area, evening twilight, rain, slight chroma noise, urban activity zone"
image_315.png,image_315.png,"industrial district street, sunny conditions, wet road surface, smartphone camera, slight motion blur, road activity"
image_316.png,image_316.png,"campus walkway, HDR lighting, drizzle, slight chroma noise, pedestrian street environment"
image_317.png,image_317.png,"suburban sidewalk area, sunny conditions, drizzle, ISO 1600, pedestrian street environment, natural lighting"
image_318.png,image_318.png,"residential neighborhood, early morning light, wet road surface, natural lighting, rolling shutter skew, active roadway"
image_319.png,image_319.png,"suburban sidewalk area, noon bright sunlight, wet road surface, JPEG compression, shallow depth of field, calm urban area"
image_32.png,image_32.png,"city pedestrian zone, HDR lighting, after rain with wet surfaces, high ISO noise, road activity"
image_320.png,image_320.png,"commercial district, evening twilight, clear weather, slight chroma noise, rolling shutter effect, road activity"
image_321.png,image_321.png,"city pedestrian zone, HDR lighting, rain, ISO 1600, road activity"
image_322.png,image_322.png,"urban street scene, dusk lighting, after rain with wet surfaces, natural lighting, slight motion blur, active roadway"
image_323.png,image_323.png,"urban street scene, HDR lighting, fog, JPEG compression, shallow depth of field, roadside activity"
image_324.png,image_324.png,"urban street scene, noon bright sunlight, overcast sky, natural lighting, active traffic corridor"
image_325.png,image_325.png,"urban street scene, dusk lighting, drizzle, JPEG compression, slight motion blur, active traffic corridor, realistic photo"
image_326.png,image_326.png,"city pedestrian zone, night illumination, light fog, high ISO noise, slight blur, quiet urban environment, raw camera capture"
image_327.png,image_327.png,"intersection area, early morning light, drizzle, natural lighting, motion blur, calm urban area"
image_328.png,image_328.png,"urban street scene, evening twilight, after rain with wet surfaces, JPEG compression artifacts, slight blur, urban street traffic"
image_329.png,image_329.png,"city pedestrian zone, HDR lighting, light fog, JPEG compression, active traffic corridor"
image_33.png,image_33.png,"city pedestrian zone, noon bright sunlight, rain, ISO 800 with noise, slight blur, urban street traffic, realistic photo"
image_330.png,image_330.png,"residential neighborhood, HDR lighting, clear weather, JPEG compression artifacts, shallow DOF, urban street traffic"
image_331.png,image_331.png,"intersection area, overcast lighting, rain, slight chroma noise, street-level road scene, raw camera capture"
image_332.png,image_332.png,"campus walkway, dusk lighting, light rain, ISO 1600, pedestrian area"
image_333.png,image_333.png,"intersection area, HDR lighting, rain, ISO 1600, urban activity zone"
image_334.png,image_334.png,"campus walkway, dawn lighting, light fog, natural lighting, calm urban area"
image_335.png,image_335.png,"city pedestrian zone, HDR lighting, drizzle, high ISO noise, busy urban street"
image_337.png,image_337.png,"suburban sidewalk area, dusk lighting, drizzle, ISO 800 with noise, pedestrian street environment"
image_338.png,image_338.png,"residential neighborhood, night illumination, clear weather, natural lighting, motion blur, urban street traffic"
image_339.png,image_339.png,"industrial district street, overcast lighting, overcast sky, high ISO noise, active traffic corridor"
image_34.png,image_34.png,"residential neighborhood, sunny conditions, wet road surface, natural lighting, road activity"
image_340.png,image_340.png,"residential neighborhood, evening twilight, clear weather, JPEG compression, rolling shutter skew, pedestrian street environment, realistic photo"
image_341.png,image_341.png,"commercial district, HDR lighting, overcast sky, motion blur, road activity"
image_342.png,image_342.png,"commercial district, HDR lighting, wet road surface, smartphone camera, road activity"
image_343.png,image_343.png,"urban street scene, midday lighting, wet road surface, ISO 800 with noise, slight blur, roadside activity"
image_344.png,image_344.png,"campus walkway, midday lighting, fog, slight chroma noise, pedestrian area"
image_345.png,image_345.png,"campus walkway, sunny conditions, fog, JPEG compression, calm urban area"
image_346.png,image_346.png,"commercial district, overcast lighting, wet road surface, ISO 800 with noise, street-level road scene"
image_347.png,image_347.png,"city pedestrian zone, dusk lighting, overcast sky, ISO 800 with noise, slight motion blur, pedestrian street environment, natural lighting"
image_348.png,image_348.png,"campus walkway, noon bright sunlight, fog, slight chroma noise, calm urban area"
image_349.png,image_349.png,"suburban sidewalk area, dusk lighting, clear weather, high ISO noise, pedestrian area"
image_35.png,image_35.png,"suburban sidewalk area, midday lighting, after rain with wet surfaces, ISO 800 with noise, pedestrian area, realistic photo"
image_350.png,image_350.png,"city pedestrian zone, dusk lighting, rain, JPEG compression, street-level urban activity"
image_351.png,image_351.png,"campus walkway, night illumination, clear weather, JPEG compression artifacts, pedestrian street environment"
image_352.png,image_352.png,"campus walkway, night illumination, light fog, JPEG compression, walkway environment, natural lighting"
image_353.png,image_353.png,"industrial district street, HDR lighting, rain, smartphone camera, mixed traffic environment"
image_354.png,image_354.png,"commercial district, night illumination, drizzle, slight chroma noise, pedestrian street environment, realistic photo"
image_355.png,image_355.png,"urban street scene, dawn lighting, drizzle, JPEG compression artifacts, slight motion blur, pedestrian street environment"
